0.084302	0.610023	-1.000000
-0.791411	-0.380686	-1.000000
0.390069	0.138924	1.000000
-0.323218	0.710994	-1.000000
0.028419	-0.160357	1.000000
0.467182	0.020278	1.000000
0.094115	0.138422	1.000000
0.088978	-0.147386	1.000000
0.441045	0.299457	-1.000000
0.037155	0.469862	1.000000
-0.279240	-0.309561	1.000000
-0.043228	0.521310	-1.000000
0.107871	-0.082691	1.000000
-0.338431	-0.265154	1.000000
-0.559064	0.138566	-1.000000
-0.715210	-0.434885	-1.000000
0.381834	0.382920	-1.000000
0.668294	0.325013	-1.000000
-0.036302	-0.041561	1.000000
-0.182336	-0.263699	1.000000
0.062681	0.366747	1.000000
-0.674207	0.069812	-1.000000
-0.107576	-0.040687	1.000000
0.074784	-0.292063	1.000000
-0.776798	0.469294	-1.000000
0.216994	-0.601789	-1.000000
0.569698	-0.476596	-1.000000
0.133555	0.250576	1.000000
-0.269664	-0.161094	1.000000
-0.329756	-0.188376	1.000000
0.854992	-0.281482	-1.000000
0.058422	0.254675	1.000000
-0.549270	0.051200	-1.000000
0.557318	-0.579688	-1.000000
-0.073718	0.632228	-1.000000
0.245676	-0.292028	1.000000
0.161392	-0.467977	1.000000
0.515877	-0.507958	-1.000000
0.440234	0.674046	-1.000000
-0.604381	-0.133107	-1.000000
-0.008996	0.030033	1.000000
-0.743938	0.052263	-1.000000
0.593746	-0.451707	-1.000000
0.111287	-0.086983	1.000000
-0.746377	0.625401	-1.000000
0.908929	0.380315	-1.000000
-0.433255	-0.165290	1.000000
0.140318	0.172991	1.000000
-0.258489	-0.176014	1.000000
0.201154	0.404923	1.000000
0.597954	-0.069835	-1.000000
-0.002390	-0.175556	1.000000
-0.235074	0.550106	-1.000000
-0.117715	0.047682	1.000000
0.235832	-0.173974	1.000000
0.910061	0.349640	-1.000000
-0.608113	-0.678275	-1.000000
-0.702976	-0.342674	-1.000000
-0.487194	0.390187	-1.000000
-0.048466	-0.025696	1.000000
-0.093390	0.097101	1.000000
0.288658	-0.156181	1.000000
-0.407071	-0.030307	1.000000
-0.349107	-0.110540	1.000000
0.013567	0.864670	-1.000000
0.007014	0.116778	1.000000
0.120016	-0.440138	1.000000
0.504176	0.053615	-1.000000
0.084442	0.050916	1.000000
-0.370690	0.318426	1.000000
0.465000	0.271334	-1.000000
-0.590166	-0.320525	-1.000000
0.029707	-0.145707	1.000000
0.566428	0.154380	-1.000000
0.432675	-0.082365	1.000000
0.714823	-0.178643	-1.000000
-0.101023	-0.011712	1.000000
0.210510	-0.007237	1.000000
-0.468142	-0.486089	-1.000000
-0.898035	0.131135	-1.000000
0.106576	0.088224	1.000000
0.060440	-0.382689	1.000000
-0.915372	0.111087	-1.000000
-0.897627	0.374629	-1.000000
-0.179963	0.271713	1.000000
0.046579	-0.953262	-1.000000
-0.962325	-0.148343	-1.000000
-0.067578	0.104300	1.000000
0.153179	0.018615	1.000000
-0.211291	0.571321	-1.000000
-0.121094	-0.066070	1.000000
-0.636311	-0.247477	-1.000000
-0.072940	-0.176331	1.000000
-0.205502	0.021763	1.000000
0.785485	0.082537	-1.000000
0.171027	-0.212929	1.000000
0.420283	0.215787	1.000000
-0.504683	-0.104299	-1.000000
0.211527	-0.644525	-1.000000
-0.635306	-0.200582	-1.000000
